This file contains information about the containers on an already loaded ship.
The sorting is already done when loading the containers.
Ship dimensions (length, width, height): 
24	22	18
Dimensions for each section (length, width, max_height): 
4	11	18
--------------------
Section 3
This section has no holding container
--------------------
Stack at (0, 0), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 3,	 17)	4882	40	4	1	5	22
Stack at (2, 4), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 4,	 0)	4827	20	2	16	18	20
(2,	 4,	 0)	4836	20	2	16	18	20
(2,	 4,	 1)	3788	20	2	19	21	20
(2,	 4,	 1)	3802	20	2	6	8	20
(2,	 4,	 2)	5699	20	2	9	11	20
(2,	 4,	 2)	5728	20	2	16	18	20
(2,	 4,	 3)	2828	20	2	20	22	20
(2,	 4,	 3)	2829	20	2	3	5	20
(2,	 4,	 4)	0191	20	2	16	18	20
(2,	 4,	 4)	0193	20	2	5	7	20
(2,	 4,	 5)	0678	40	4	21	25	22
(2,	 4,	 6)	3331	20	2	20	22	20
(2,	 4,	 6)	3332	20	2	0	2	20
(2,	 4,	 7)	1209	40	4	19	23	22
(2,	 4,	 8)	1589	20	2	11	13	20
(2,	 4,	 8)	1590	20	2	8	10	20
(2,	 4,	 9)	6322	40	4	17	21	22
(2,	 4,	 10)	2259	40	4	15	19	22
(2,	 4,	 11)	6105	40	4	12	16	22
(2,	 4,	 12)	6284	40	4	12	16	22
(2,	 4,	 13)	4524	20	2	6	8	20
(2,	 4,	 13)	4542	20	2	4	6	20
(2,	 4,	 14)	5535	40	4	9	13	22
(2,	 4,	 15)	2078	40	4	6	10	22
(2,	 4,	 16)	2623	40	4	5	9	22
(2,	 4,	 17)	4387	40	4	5	9	22
Stack at (2, 5), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 5,	 0)	5220	20	2	19	21	20
(2,	 5,	 0)	5237	20	2	17	19	20
(2,	 5,	 1)	3720	20	2	18	20	20
(2,	 5,	 1)	3721	20	2	17	19	20
(2,	 5,	 2)	4607	20	2	14	16	20
(2,	 5,	 2)	4618	20	2	12	14	20
(2,	 5,	 3)	0550	20	2	19	21	20
(2,	 5,	 3)	0579	20	2	1	3	20
(2,	 5,	 4)	1095	40	4	18	22	22
(2,	 5,	 5)	0207	40	4	17	21	22
(2,	 5,	 6)	1496	40	4	16	20	22
(2,	 5,	 7)	2728	40	4	16	20	22
(2,	 5,	 8)	5937	40	4	16	20	22
(2,	 5,	 9)	3127	40	4	14	18	22
(2,	 5,	 10)	1894	40	4	13	17	22
(2,	 5,	 11)	6162	40	4	13	17	22
(2,	 5,	 12)	3441	40	4	10	14	22
(2,	 5,	 13)	2477	40	4	9	13	22
(2,	 5,	 14)	2220	40	4	3	7	22
(2,	 5,	 15)	2362	40	4	2	6	22
(2,	 5,	 16)	4499	40	4	2	6	22
(2,	 5,	 17)	5886	40	4	1	5	22
Stack at (2, 6), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 6,	 0)	3926	20	2	19	21	20
(2,	 6,	 0)	3933	20	2	15	17	20
(2,	 6,	 1)	5201	20	2	14	16	20
(2,	 6,	 1)	5202	20	2	18	20	20
(2,	 6,	 2)	1284	20	2	9	11	20
(2,	 6,	 2)	1285	20	2	15	17	20
(2,	 6,	 3)	4636	20	2	7	9	20
(2,	 6,	 3)	4642	20	2	17	19	20
(2,	 6,	 4)	3261	20	2	9	11	20
(2,	 6,	 4)	3262	20	2	13	15	20
(2,	 6,	 5)	6066	40	4	21	25	22
(2,	 6,	 6)	0218	40	4	18	22	22
(2,	 6,	 7)	0621	40	4	17	21	22
(2,	 6,	 8)	1996	40	4	15	19	22
(2,	 6,	 9)	5827	20	2	6	8	20
(2,	 6,	 9)	5828	20	2	9	11	20
(2,	 6,	 10)	2950	40	4	14	18	22
(2,	 6,	 11)	6297	40	4	10	14	22
(2,	 6,	 12)	2365	40	4	9	13	22
(2,	 6,	 13)	1032	20	2	4	6	20
(2,	 6,	 13)	1050	20	2	4	6	20
(2,	 6,	 14)	2581	40	4	7	11	22
(2,	 6,	 15)	1796	40	4	5	9	22
(2,	 6,	 16)	3782	40	4	2	6	22
(2,	 6,	 17)	2847	40	4	1	5	22
Stack at (2, 7), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 7,	 0)	3752	20	2	20	22	20
(2,	 7,	 0)	3753	20	2	15	17	20
(2,	 7,	 1)	2183	40	4	22	26	22
(2,	 7,	 2)	3269	40	4	21	25	22
(2,	 7,	 3)	5080	20	2	13	15	20
(2,	 7,	 3)	5083	20	2	8	10	20
(2,	 7,	 4)	1064	20	2	1	3	20
(2,	 7,	 4)	1068	20	2	19	21	20
(2,	 7,	 5)	1625	20	2	11	13	20
(2,	 7,	 5)	1626	20	2	6	8	20
(2,	 7,	 6)	4663	20	2	12	14	20
(2,	 7,	 6)	4664	20	2	5	7	20
(2,	 7,	 7)	0226	40	4	15	19	22
(2,	 7,	 8)	0764	40	4	11	15	22
(2,	 7,	 9)	2880	40	4	10	14	22
(2,	 7,	 10)	5686	40	4	9	13	22
(2,	 7,	 11)	0566	40	4	6	10	22
(2,	 7,	 12)	2034	20	2	4	6	20
(2,	 7,	 12)	2047	20	2	0	2	20
(2,	 7,	 13)	2703	40	4	4	8	22
(2,	 7,	 14)	3137	40	4	3	7	22
(2,	 7,	 15)	4537	40	4	3	7	22
(2,	 7,	 16)	5600	40	4	3	7	22
(2,	 7,	 17)	1527	40	4	2	6	22
Stack at (2, 8), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 8,	 0)	5032	20	2	18	20	20
(2,	 8,	 0)	5038	20	2	16	18	20
(2,	 8,	 1)	0234	40	4	22	26	22
(2,	 8,	 2)	1109	40	4	22	26	22
(2,	 8,	 3)	3655	40	4	19	23	22
(2,	 8,	 4)	2173	40	4	18	22	22
(2,	 8,	 5)	1602	40	4	17	21	22
(2,	 8,	 6)	2584	20	2	6	8	20
(2,	 8,	 6)	2585	20	2	9	11	20
(2,	 8,	 7)	4563	40	4	15	19	22
(2,	 8,	 8)	4316	40	4	11	15	22
(2,	 8,	 9)	3155	20	2	4	6	20
(2,	 8,	 9)	3161	20	2	6	8	20
(2,	 8,	 10)	0927	40	4	7	11	22
(2,	 8,	 11)	0735	40	4	6	10	22
(2,	 8,	 12)	2974	40	4	6	10	22
(2,	 8,	 13)	2013	20	2	3	5	20
(2,	 8,	 13)	2019	20	2	1	3	20
(2,	 8,	 14)	4180	40	4	4	8	22
(2,	 8,	 15)	3428	40	4	2	6	22
(2,	 8,	 16)	3593	40	4	1	5	22
(2,	 8,	 17)	4924	40	4	1	5	22
Stack at (2, 9), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 9,	 0)	4868	20	2	19	21	20
(2,	 9,	 0)	4884	20	2	17	19	20
(2,	 9,	 1)	2124	20	2	17	19	20
(2,	 9,	 1)	2125	20	2	14	16	20
(2,	 9,	 2)	4392	40	4	22	26	22
(2,	 9,	 3)	3827	40	4	20	24	22
(2,	 9,	 4)	1501	40	4	18	22	22
(2,	 9,	 5)	2864	20	2	7	9	20
(2,	 9,	 5)	2865	20	2	8	10	20
(2,	 9,	 6)	1163	40	4	14	18	22
(2,	 9,	 7)	0248	20	2	8	10	20
(2,	 9,	 7)	0249	20	2	4	6	20
(2,	 9,	 8)	3199	40	4	12	16	22
(2,	 9,	 9)	5681	40	4	12	16	22
(2,	 9,	 10)	3539	40	4	11	15	22
(2,	 9,	 11)	0887	40	4	10	14	22
(2,	 9,	 12)	1925	40	4	8	12	22
(2,	 9,	 13)	5854	40	4	7	11	22
(2,	 9,	 14)	0516	40	4	4	8	22
(2,	 9,	 15)	0769	40	4	2	6	22
(2,	 9,	 16)	0656	40	4	1	5	22
(2,	 9,	 17)	4333	40	4	0	4	22
Stack at (2, 10), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 10,	 0)	0432	20	2	20	22	20
(2,	 10,	 0)	0519	20	2	18	20	20
(2,	 10,	 1)	2370	20	2	16	18	20
(2,	 10,	 1)	2379	20	2	19	21	20
(2,	 10,	 2)	1791	20	2	9	11	20
(2,	 10,	 2)	1816	20	2	15	17	20
(2,	 10,	 3)	4126	20	2	7	9	20
(2,	 10,	 3)	4127	20	2	15	17	20
(2,	 10,	 4)	6300	40	4	22	26	22
(2,	 10,	 5)	3547	20	2	13	15	20
(2,	 10,	 5)	3559	20	2	8	10	20
(2,	 10,	 6)	6077	40	4	21	25	22
(2,	 10,	 7)	5360	40	4	20	24	22
(2,	 10,	 8)	4548	40	4	18	22	22
(2,	 10,	 9)	3140	40	4	17	21	22
(2,	 10,	 10)	1342	40	4	16	20	22
(2,	 10,	 11)	6326	20	2	6	8	20
(2,	 10,	 11)	6336	20	2	7	9	20
(2,	 10,	 12)	0252	40	4	12	16	22
(2,	 10,	 13)	5844	40	4	12	16	22
(2,	 10,	 14)	5108	20	2	3	5	20
(2,	 10,	 14)	5109	20	2	7	9	20
(2,	 10,	 15)	1706	40	4	2	6	22
(2,	 10,	 16)	4984	40	4	2	6	22
(2,	 10,	 17)	5750	20	2	0	2	20
(2,	 10,	 17)	5761	20	2	2	4	20
Stack at (3, 0), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 0,	 0)	0886	20	2	15	17	20
(3,	 0,	 0)	0894	20	2	15	17	20
(3,	 0,	 1)	5493	20	2	9	11	20
(3,	 0,	 1)	5494	20	2	20	22	20
(3,	 0,	 2)	4315	20	2	12	14	20
(3,	 0,	 2)	4322	20	2	14	16	20
(3,	 0,	 3)	1836	20	2	9	11	20
(3,	 0,	 3)	1837	20	2	15	17	20
(3,	 0,	 4)	3737	20	2	18	20	20
(3,	 0,	 4)	3738	20	2	5	7	20
(3,	 0,	 5)	2519	40	4	20	24	22
(3,	 0,	 6)	0259	20	2	12	14	20
(3,	 0,	 6)	0260	20	2	6	8	20
(3,	 0,	 7)	3131	20	2	9	11	20
(3,	 0,	 7)	3147	20	2	7	9	20
(3,	 0,	 8)	1539	40	4	12	16	22
(3,	 0,	 9)	6005	40	4	11	15	22
(3,	 0,	 10)	0612	20	2	3	5	20
(3,	 0,	 10)	0627	20	2	6	8	20
(3,	 0,	 11)	4990	40	4	9	13	22
(3,	 0,	 12)	3544	40	4	7	11	22
(3,	 0,	 13)	5265	40	4	4	8	22
(3,	 0,	 14)	2403	40	4	3	7	22
(3,	 0,	 15)	2990	40	4	3	7	22
(3,	 0,	 16)	4864	20	2	2	4	20
(3,	 0,	 16)	4865	20	2	0	2	20
(3,	 0,	 17)	5372	40	4	2	6	22
Stack at (3, 1), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 1,	 0)	4238	40	4	22	26	22
(3,	 1,	 1)	2254	20	2	7	9	20
(3,	 1,	 1)	2264	20	2	14	16	20
(3,	 1,	 2)	3393	40	4	21	25	22
(3,	 1,	 3)	1304	40	4	19	23	22
(3,	 1,	 4)	2752	40	4	18	22	22
(3,	 1,	 5)	0433	40	4	16	20	22
(3,	 1,	 6)	1866	40	4	16	20	22
(3,	 1,	 7)	0774	40	4	14	18	22
(3,	 1,	 8)	4702	40	4	12	16	22
(3,	 1,	 9)	3165	40	4	8	12	22
(3,	 1,	 10)	5347	40	4	8	12	22
(3,	 1,	 11)	4103	40	4	6	10	22
(3,	 1,	 12)	5056	40	4	6	10	22
(3,	 1,	 13)	0269	40	4	5	9	22
(3,	 1,	 14)	1123	40	4	5	9	22
(3,	 1,	 15)	1727	40	4	3	7	22
(3,	 1,	 16)	3947	40	4	2	6	22
(3,	 1,	 17)	5264	20	2	1	3	20
(3,	 1,	 17)	5269	20	2	1	3	20
Stack at (3, 2), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 2,	 0)	3991	20	2	19	21	20
(3,	 2,	 0)	3992	20	2	19	21	20
(3,	 2,	 1)	5272	20	2	15	17	20
(3,	 2,	 1)	5273	20	2	13	15	20
(3,	 2,	 2)	5768	20	2	7	9	20
(3,	 2,	 2)	5769	20	2	19	21	20
(3,	 2,	 3)	1220	20	2	9	11	20
(3,	 2,	 3)	1221	20	2	13	15	20
(3,	 2,	 4)	3433	40	4	20	24	22
(3,	 2,	 5)	0807	40	4	16	20	22
(3,	 2,	 6)	2888	20	2	10	12	20
(3,	 2,	 6)	2889	20	2	6	8	20
(3,	 2,	 7)	0475	40	4	15	19	22
(3,	 2,	 8)	2288	20	2	4	6	20
(3,	 2,	 8)	2318	20	2	9	11	20
(3,	 2,	 9)	2014	40	4	12	16	22
(3,	 2,	 10)	4926	40	4	11	15	22
(3,	 2,	 11)	1688	40	4	7	11	22
(3,	 2,	 12)	2642	40	4	7	11	22
(3,	 2,	 13)	3229	40	4	6	10	22
(3,	 2,	 14)	4719	40	4	6	10	22
(3,	 2,	 15)	0274	40	4	3	7	22
(3,	 2,	 16)	0413	40	4	1	5	22
(3,	 2,	 17)	1904	40	4	1	5	22
Stack at (3, 3), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 3,	 0)	4251	20	2	16	18	20
(3,	 3,	 0)	4252	20	2	13	15	20
(3,	 3,	 1)	2923	20	2	19	21	20
(3,	 3,	 1)	2962	20	2	7	9	20
(3,	 3,	 2)	1407	40	4	22	26	22
(3,	 3,	 3)	0277	40	4	21	25	22
(3,	 3,	 4)	5751	40	4	21	25	22
(3,	 3,	 5)	1018	20	2	9	11	20
(3,	 3,	 5)	1019	20	2	9	11	20
(3,	 3,	 6)	1911	40	4	16	20	22
(3,	 3,	 7)	3548	40	4	15	19	22
(3,	 3,	 8)	5350	40	4	15	19	22
(3,	 3,	 9)	2431	40	4	13	17	22
(3,	 3,	 10)	0690	40	4	11	15	22
(3,	 3,	 11)	5095	40	4	10	14	22
(3,	 3,	 12)	4869	40	4	7	11	22
(3,	 3,	 13)	4108	20	2	1	3	20
(3,	 3,	 13)	4109	20	2	5	7	20
(3,	 3,	 14)	2295	40	4	4	8	22
(3,	 3,	 15)	2817	40	4	4	8	22
(3,	 3,	 16)	3955	40	4	2	6	22
(3,	 3,	 17)	5700	40	4	1	5	22
Stack at (3, 4), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 4,	 0)	2650	20	2	18	20	20
(3,	 4,	 0)	2651	20	2	9	11	20
(3,	 4,	 1)	3672	40	4	21	25	22
(3,	 4,	 2)	4995	40	4	21	25	22
(3,	 4,	 3)	2226	40	4	17	21	22
(3,	 4,	 4)	0932	40	4	16	20	22
(3,	 4,	 5)	1848	40	4	16	20	22
(3,	 4,	 6)	1310	40	4	14	18	22
(3,	 4,	 7)	4415	40	4	14	18	22
(3,	 4,	 8)	0642	40	4	9	13	22
(3,	 4,	 9)	4723	40	4	9	13	22
(3,	 4,	 10)	3447	40	4	8	12	22
(3,	 4,	 11)	1633	40	4	7	11	22
(3,	 4,	 12)	3238	40	4	7	11	22
(3,	 4,	 13)	0483	40	4	6	10	22
(3,	 4,	 14)	4235	40	4	6	10	22
(3,	 4,	 15)	0287	40	4	3	7	22
(3,	 4,	 16)	0418	40	4	2	6	22
(3,	 4,	 17)	5479	40	4	0	4	22
Stack at (3, 5), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 5,	 0)	4498	20	2	18	20	20
(3,	 5,	 0)	4502	20	2	10	12	20
(3,	 5,	 1)	5642	20	2	16	18	20
(3,	 5,	 1)	5656	20	2	8	10	20
(3,	 5,	 2)	0292	40	4	22	26	22
(3,	 5,	 3)	1985	40	4	22	26	22
(3,	 5,	 4)	5140	40	4	22	26	22
(3,	 5,	 5)	2543	20	2	17	19	20
(3,	 5,	 5)	2544	20	2	4	6	20
(3,	 5,	 6)	4114	20	2	6	8	20
(3,	 5,	 6)	4115	20	2	15	17	20
(3,	 5,	 7)	1171	40	4	19	23	22
(3,	 5,	 8)	6023	40	4	19	23	22
(3,	 5,	 9)	3401	40	4	18	22	22
(3,	 5,	 10)	1585	40	4	15	19	22
(3,	 5,	 11)	3052	40	4	11	15	22
(3,	 5,	 12)	6257	40	4	11	15	22
(3,	 5,	 13)	0736	40	4	8	12	22
(3,	 5,	 14)	0962	20	2	1	3	20
(3,	 5,	 14)	0974	20	2	6	8	20
(3,	 5,	 15)	3877	40	4	5	9	22
(3,	 5,	 16)	2482	40	4	0	4	22
(3,	 5,	 17)	3343	40	4	0	4	22
Stack at (3, 6), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 6,	 0)	0291	20	2	14	16	20
(3,	 6,	 0)	0299	20	2	15	17	20
(3,	 6,	 1)	1081	20	2	8	10	20
(3,	 6,	 1)	1082	20	2	20	22	20
(3,	 6,	 2)	2780	20	2	9	11	20
(3,	 6,	 2)	2781	20	2	18	20	20
(3,	 6,	 3)	4046	20	2	13	15	20
(3,	 6,	 3)	4059	20	2	14	16	20
(3,	 6,	 4)	6143	20	2	19	21	20
(3,	 6,	 4)	6144	20	2	5	7	20
(3,	 6,	 5)	5563	20	2	5	7	20
(3,	 6,	 5)	5564	20	2	15	17	20
(3,	 6,	 6)	5885	20	2	16	18	20
(3,	 6,	 6)	5889	20	2	3	5	20
(3,	 6,	 7)	4852	40	4	18	22	22
(3,	 6,	 8)	3352	20	2	9	11	20
(3,	 6,	 8)	3360	20	2	5	7	20
(3,	 6,	 9)	2052	40	4	11	15	22
(3,	 6,	 10)	2503	40	4	10	14	22
(3,	 6,	 11)	3704	40	4	10	14	22
(3,	 6,	 12)	5296	40	4	10	14	22
(3,	 6,	 13)	4608	40	4	8	12	22
(3,	 6,	 14)	0855	40	4	7	11	22
(3,	 6,	 15)	1855	40	4	6	10	22
(3,	 6,	 16)	1682	40	4	5	9	22
(3,	 6,	 17)	2341	40	4	4	8	22
Stack at (3, 7), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 7,	 0)	5377	20	2	16	18	20
(3,	 7,	 0)	5378	20	2	17	19	20
(3,	 7,	 1)	1100	20	2	12	14	20
(3,	 7,	 1)	1128	20	2	16	18	20
(3,	 7,	 2)	1910	20	2	11	13	20
(3,	 7,	 2)	1931	20	2	15	17	20
(3,	 7,	 3)	0441	40	4	20	24	22
(3,	 7,	 4)	3006	40	4	20	24	22
(3,	 7,	 5)	4074	40	4	20	24	22
(3,	 7,	 6)	4469	40	4	19	23	22
(3,	 7,	 7)	5960	40	4	18	22	22
(3,	 7,	 8)	3470	40	4	13	17	22
(3,	 7,	 9)	5115	40	4	11	15	22
(3,	 7,	 10)	0861	40	4	10	14	22
(3,	 7,	 11)	2839	40	4	7	11	22
(3,	 7,	 12)	1730	40	4	6	10	22
(3,	 7,	 13)	0311	40	4	5	9	22
(3,	 7,	 14)	3835	40	4	5	9	22
(3,	 7,	 15)	4906	40	4	5	9	22
(3,	 7,	 16)	2658	40	4	4	8	22
(3,	 7,	 17)	2516	40	4	3	7	22
Stack at (3, 8), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 8,	 0)	4265	40	4	20	24	22
(3,	 8,	 1)	3368	40	4	19	23	22
(3,	 8,	 2)	1241	20	2	4	6	20
(3,	 8,	 2)	1256	20	2	14	16	20
(3,	 8,	 3)	2565	40	4	17	21	22
(3,	 8,	 4)	3843	40	4	16	20	22
(3,	 8,	 5)	2993	40	4	15	19	22
(3,	 8,	 6)	0592	40	4	13	17	22
(3,	 8,	 7)	2024	20	2	0	2	20
(3,	 8,	 7)	2025	20	2	13	15	20
(3,	 8,	 8)	2371	40	4	8	12	22
(3,	 8,	 9)	1057	40	4	6	10	22
(3,	 8,	 10)	1829	40	4	6	10	22
(3,	 8,	 11)	0376	40	4	5	9	22
(3,	 8,	 12)	1675	40	4	5	9	22
(3,	 8,	 13)	4673	40	4	4	8	22
(3,	 8,	 14)	0316	40	4	2	6	22
(3,	 8,	 15)	0486	40	4	2	6	22
(3,	 8,	 16)	0977	40	4	1	5	22
(3,	 8,	 17)	4862	40	4	1	5	22
Stack at (3, 9), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 9,	 0)	4016	20	2	17	19	20
(3,	 9,	 0)	4017	20	2	19	21	20
(3,	 9,	 1)	5474	20	2	18	20	20
(3,	 9,	 1)	5480	20	2	10	12	20
(3,	 9,	 2)	2196	40	4	22	26	22
(3,	 9,	 3)	5959	20	2	7	9	20
(3,	 9,	 3)	5970	20	2	15	17	20
(3,	 9,	 4)	0796	20	2	4	6	20
(3,	 9,	 4)	0797	20	2	17	19	20
(3,	 9,	 5)	2897	20	2	14	16	20
(3,	 9,	 5)	2904	20	2	6	8	20
(3,	 9,	 6)	0321	40	4	19	23	22
(3,	 9,	 7)	4729	40	4	18	22	22
(3,	 9,	 8)	6252	40	4	16	20	22
(3,	 9,	 9)	3355	40	4	15	19	22
(3,	 9,	 10)	1294	40	4	14	18	22
(3,	 9,	 11)	1898	40	4	12	16	22
(3,	 9,	 12)	5172	40	4	12	16	22
(3,	 9,	 13)	1601	20	2	3	5	20
(3,	 9,	 13)	1612	20	2	7	9	20
(3,	 9,	 14)	3703	20	2	7	9	20
(3,	 9,	 14)	3712	20	2	1	3	20
(3,	 9,	 15)	2708	40	4	5	9	22
(3,	 9,	 16)	6327	40	4	5	9	22
(3,	 9,	 17)	0645	40	4	3	7	22
Stack at (3, 10), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 10,	 0)	5314	20	2	13	15	20
(3,	 10,	 0)	5331	20	2	19	21	20
(3,	 10,	 1)	3909	20	2	12	14	20
(3,	 10,	 1)	3910	20	2	16	18	20
(3,	 10,	 2)	3283	20	2	12	14	20
(3,	 10,	 2)	3284	20	2	14	16	20
(3,	 10,	 3)	0976	20	2	17	19	20
(3,	 10,	 3)	0982	20	2	5	7	20
(3,	 10,	 4)	2409	40	4	20	24	22
(3,	 10,	 5)	4478	20	2	20	22	20
(3,	 10,	 5)	4488	20	2	0	2	20
(3,	 10,	 6)	0487	40	4	19	23	22
(3,	 10,	 7)	2898	40	4	17	21	22
(3,	 10,	 8)	1710	40	4	14	18	22
(3,	 10,	 9)	2082	40	4	13	17	22
(3,	 10,	 10)	0329	40	4	11	15	22
(3,	 10,	 11)	5900	40	4	11	15	22
(3,	 10,	 12)	1448	40	4	10	14	22
(3,	 10,	 13)	6154	20	2	10	12	20
(3,	 10,	 13)	6155	20	2	0	2	20
(3,	 10,	 14)	5081	40	4	3	7	22
(3,	 10,	 15)	5221	40	4	3	7	22
(3,	 10,	 16)	6102	40	4	3	7	22
(3,	 10,	 17)	4961	40	4	1	5	22
--------------------
Section 4
This section has a holding container with the following information:
code	length	weight	cargo	TW	cargo capacity
6352	20	2	18	20	20
--------------------
Stack at (0, 0), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 0,	 0)	0648	20	2	17	19	20
(0,	 0,	 0)	0649	20	2	20	22	20
(0,	 0,	 1)	2919	20	2	9	11	20
(0,	 0,	 1)	2956	20	2	19	21	20
(0,	 0,	 2)	2224	20	2	11	13	20
(0,	 0,	 2)	2225	20	2	13	15	20
(0,	 0,	 3)	1431	40	4	22	26	22
(0,	 0,	 4)	6340	40	4	22	26	22
(0,	 0,	 5)	6185	40	4	20	24	22
(0,	 0,	 6)	0007	40	4	19	23	22
(0,	 0,	 7)	5512	40	4	17	21	22
(0,	 0,	 8)	3928	40	4	16	20	22
(0,	 0,	 9)	5909	40	4	16	20	22
(0,	 0,	 10)	4899	40	4	14	18	22
(0,	 0,	 11)	1943	40	4	11	15	22
(0,	 0,	 12)	4345	40	4	11	15	22
(0,	 0,	 13)	4606	40	4	10	14	22
(0,	 0,	 14)	5241	20	2	7	9	20
(0,	 0,	 14)	5242	20	2	3	5	20
(0,	 0,	 15)	3555	20	2	6	8	20
(0,	 0,	 15)	3556	20	2	1	3	20
(0,	 0,	 16)	3742	40	4	5	9	22
(0,	 0,	 17)	2794	40	4	4	8	22
Stack at (0, 1), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 1,	 0)	1890	20	2	14	16	20
(0,	 1,	 0)	1893	20	2	19	21	20
(0,	 1,	 1)	0014	20	2	13	15	20
(0,	 1,	 1)	0015	20	2	16	18	20
(0,	 1,	 2)	3274	20	2	11	13	20
(0,	 1,	 2)	3277	20	2	12	14	20
(0,	 1,	 3)	1347	20	2	17	19	20
(0,	 1,	 3)	1360	20	2	5	7	20
(0,	 1,	 4)	4856	40	4	21	25	22
(0,	 1,	 5)	2609	40	4	19	23	22
(0,	 1,	 6)	5749	40	4	19	23	22
(0,	 1,	 7)	5415	40	4	13	17	22
(0,	 1,	 8)	3812	20	2	11	13	20
(0,	 1,	 8)	3813	20	2	1	3	20
(0,	 1,	 9)	4304	40	4	11	15	22
(0,	 1,	 10)	6104	40	4	10	14	22
(0,	 1,	 11)	1169	20	2	5	7	20
(0,	 1,	 11)	1178	20	2	3	5	20
(0,	 1,	 12)	3073	40	4	8	12	22
(0,	 1,	 13)	4568	40	4	8	12	22
(0,	 1,	 14)	0899	40	4	6	10	22
(0,	 1,	 15)	4142	40	4	4	8	22
(0,	 1,	 16)	5293	40	4	4	8	22
(0,	 1,	 17)	1075	40	4	2	6	22
Stack at (0, 2), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 2,	 0)	3956	20	2	14	16	20
(0,	 2,	 0)	3972	20	2	13	15	20
(0,	 2,	 1)	1287	20	2	18	20	20
(0,	 2,	 1)	1295	20	2	2	4	20
(0,	 2,	 2)	2618	40	4	20	24	22
(0,	 2,	 3)	5292	20	2	8	10	20
(0,	 2,	 3)	5311	20	2	11	13	20
(0,	 2,	 4)	0029	40	4	18	22	22
(0,	 2,	 5)	3361	40	4	18	22	22
(0,	 2,	 6)	4582	40	4	17	21	22
(0,	 2,	 7)	5729	40	4	17	21	22
(0,	 2,	 8)	0989	20	2	9	11	20
(0,	 2,	 8)	0992	20	2	7	9	20
(0,	 2,	 9)	1785	40	4	16	20	22
(0,	 2,	 10)	6050	40	4	16	20	22
(0,	 2,	 11)	0608	20	2	11	13	20
(0,	 2,	 11)	0609	20	2	2	4	20
(0,	 2,	 12)	3082	40	4	12	16	22
(0,	 2,	 13)	5001	20	2	11	13	20
(0,	 2,	 13)	5002	20	2	1	3	20
(0,	 2,	 14)	6307	40	4	10	14	22
(0,	 2,	 15)	2190	40	4	7	11	22
(0,	 2,	 16)	2378	40	4	6	10	22
(0,	 2,	 17)	3820	40	4	5	9	22
Stack at (0, 3), in section: 4
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 3,	 0)	3297	40	4	22	26	22
(0,	 3,	 1)	0902	40	4	19	23	22
(0,	 3,	 2)	4193	20	2	16	18	20
(0,	 3,	 2)	4194	20	2	3	5	20
(0,	 3,	 3)	1268	40	4	18	22	22
(0,	 3,	 4)	1708	40	4	17	21	22
(0,	 3,	 5)	4581	20	2	11	13	20
(0,	 3,	 5)	4628	20	2	6	8	20
(0,	 3,	 6)	3823	40	4	16	20	22
(0,	 3,	 7)	2665	40	4	15	19	22
(0,	 3,	 8)	0513	40	4	14	18	22
(0,	 3,	 9)	5639	20	2	9	11	20
(0,	 3,	 9)	5640	20	2	3	5	20
(0,	 3,	 10)	0037	40	4	11	15	22
(0,	 3,	 11)	2237	40	4	11	15	22
(0,	 3,	 12)	5225	40	4	11	15	22
(0,	 3,	 13)	3057	40	4	10	14	22
(0,	 3,	 14)	5062	40	4	4	8	22
